,age,work_experience,family_size,segmentation,spending_score_enc,var_enc,gender_Male,ever_married_Yes,graduated_Yes,profession_Doctor,profession_Engineer,profession_Entertainment,profession_Executive,profession_Healthcare,profession_Homemaker,profession_Lawyer,profession_Marketing,profession_unknown
119,37,1.0,2.0,0,2.0,6.0,False,True,True,False,False,False,False,False,False,False,False,False
120,46,0.0,3.0,2,2.0,5.0,True,True,True,False,False,False,True,False,False,False,False,False
121,55,1.0,4.0,1,2.0,2.0,True,True,False,False,False,False,True,False,False,False,False,False
122,47,9.0,4.0,1,1.0,3.0,False,True,False,False,True,False,False,False,False,False,False,False
123,28,1.0,3.0,3,0.0,2.0,False,False,True,False,False,False,False,True,False,False,False,False
124,39,9.0,2.0,3,0.0,2.0,True,True,False,False,False,True,False,False,False,False,False,False
125,27,1.0,2.0,0,0.0,5.0,False,True,False,False,False,False,False,False,False,False,True,False
126,42,0.0,3.0,0,0.0,5.0,False,True,False,False,True,False,False,False,False,False,False,False
127,72,0.0,2.0,2,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
128,28,0.0,2.0,0,0.0,5.0,False,True,True,False,True,False,False,False,False,False,False,False
129,35,8.0,5.0,2,0.0,5.0,True,False,True,False,False,True,False,False,False,False,False,False
130,39,9.0,5.0,0,2.0,1.0,True,True,True,False,False,False,True,False,False,False,False,False
131,69,0.0,2.0,2,2.0,5.0,False,True,True,False,False,False,False,False,False,True,False,False
132,18,6.0,4.0,3,0.0,3.0,True,False,False,False,False,False,False,True,False,False,False,False
133,46,1.0,1.0,0,0.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
134,50,1.0,2.0,1,2.0,3.0,False,True,True,False,True,False,False,False,False,False,False,False
135,30,5.0,5.0,0,0.0,5.0,True,False,False,False,False,False,True,False,False,False,False,False
136,41,1.0,2.0,1,0.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False
137,39,3.0,4.0,3,0.0,5.0,False,False,True,False,False,False,False,False,False,False,False,False
138,29,8.0,4.0,3,0.0,5.0,False,False,False,False,False,False,False,False,False,False,True,False
139,37,4.0,4.0,1,0.0,4.0,False,True,True,False,False,False,False,False,False,False,False,False
140,39,0.0,2.0,0,1.0,5.0,False,True,True,False,True,False,False,False,False,False,False,False
141,48,0.0,5.0,2,1.0,6.0,False,True,True,False,False,False,False,False,False,False,False,False
142,32,0.0,3.0,2,0.0,5.0,False,False,True,True,False,False,False,False,False,False,False,False
143,78,1.0,3.0,1,0.0,5.0,True,True,False,False,False,False,False,False,False,True,False,False
144,43,0.0,5.0,1,1.0,3.0,False,True,False,False,True,False,False,False,False,False,False,False
145,29,8.0,5.0,2,0.0,5.0,True,False,False,False,False,False,False,False,False,False,True,False
146,28,9.0,2.0,0,1.0,3.0,False,True,False,False,True,False,False,False,False,False,False,False
147,80,1.0,1.0,1,0.0,5.0,True,True,True,False,False,False,False,False,False,True,False,False
148,28,7.0,4.0,3,0.0,5.0,False,False,True,False,False,False,False,True,False,False,False,False
149,71,6.0,3.0,2,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
150,67,0.0,9.0,0,2.0,3.0,True,True,False,False,False,False,False,False,False,True,False,False
151,26,0.0,1.0,0,0.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False
152,47,0.0,2.0,2,1.0,5.0,False,True,True,False,True,False,False,False,False,False,False,False
153,43,2.0,2.0,1,1.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
154,27,0.0,4.0,2,0.0,5.0,False,False,True,False,False,False,False,True,False,False,False,False
155,45,8.0,4.0,3,0.0,5.0,False,True,True,False,False,False,False,False,False,False,True,False
156,76,1.0,1.0,2,0.0,5.0,True,True,False,False,False,False,True,False,False,False,False,False
157,43,3.0,4.0,2,1.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
158,78,1.0,2.0,1,2.0,5.0,False,True,True,False,False,False,False,False,False,True,False,False
159,35,3.0,3.0,2,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
160,49,1.0,1.0,2,0.0,5.0,False,False,True,False,False,False,False,False,False,False,False,False
161,25,1.0,5.0,3,0.0,5.0,False,False,True,False,False,False,False,True,False,False,False,False
162,37,0.0,5.0,0,1.0,5.0,True,True,False,False,False,False,True,False,False,False,False,False
163,32,1.0,5.0,2,0.0,5.0,False,False,False,False,False,False,False,True,False,False,False,False
164,60,0.0,2.0,2,1.0,5.0,True,True,True,True,False,False,False,False,False,False,False,False
165,45,5.0,3.0,2,1.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
166,49,9.0,3.0,2,1.0,5.0,False,True,True,False,False,False,False,False,True,False,False,False
167,32,0.0,5.0,3,0.0,5.0,True,False,True,False,False,False,False,False,False,False,False,False
168,40,0.0,3.0,1,0.0,2.0,False,True,True,False,False,False,False,False,False,False,False,False
169,59,2.0,2.0,2,1.0,3.0,True,True,False,False,False,False,False,False,False,False,False,False
170,48,3.0,5.0,1,0.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
171,82,0.0,2.0,2,2.0,5.0,True,True,True,False,False,False,True,False,False,False,False,False
172,70,0.0,2.0,1,0.0,5.0,False,True,True,False,False,False,False,False,False,True,False,False
173,31,5.0,2.0,1,0.0,5.0,True,False,True,False,False,False,False,False,False,False,False,False
174,72,0.0,2.0,2,2.0,5.0,False,True,True,False,False,False,False,False,False,True,False,False
175,50,3.0,4.0,2,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
176,23,11.0,1.0,3,0.0,2.0,False,False,False,False,True,False,False,False,False,False,False,False
177,20,2.0,6.0,3,0.0,5.0,False,False,False,False,False,False,False,True,False,False,False,False
178,22,4.0,3.0,3,0.0,5.0,False,False,False,False,False,False,False,True,False,False,False,False
179,31,8.0,1.0,0,0.0,5.0,False,False,True,False,True,False,False,False,False,False,False,False
180,36,7.0,2.0,2,1.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
181,52,1.0,5.0,1,1.0,3.0,True,True,False,False,False,True,False,False,False,False,False,False
182,29,1.0,1.0,1,0.0,3.0,False,False,True,False,False,False,False,False,False,False,False,False
183,40,4.0,4.0,2,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
184,40,1.0,1.0,0,0.0,5.0,False,False,True,False,False,False,False,False,False,False,False,False
185,38,1.0,2.0,2,0.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
186,85,1.0,3.0,0,0.0,5.0,False,True,False,False,False,False,False,False,False,True,False,False
187,21,1.0,3.0,0,0.0,6.0,False,False,False,True,False,False,False,False,False,False,False,False
188,41,4.0,2.0,3,1.0,5.0,False,True,False,False,True,False,False,False,False,False,False,False
189,40,0.0,2.0,1,0.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
190,53,1.0,3.0,1,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
191,42,5.0,2.0,2,0.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
192,42,8.0,2.0,3,0.0,5.0,True,True,False,False,False,False,True,False,False,False,False,False
193,48,1.0,4.0,2,1.0,6.0,True,True,True,False,False,False,False,False,False,False,False,False
194,59,7.0,2.0,2,0.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
195,41,1.0,3.0,0,1.0,5.0,True,True,True,False,False,False,True,False,False,False,False,False
196,31,0.0,2.0,0,1.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
197,49,1.0,5.0,1,2.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
198,67,1.0,2.0,0,0.0,5.0,True,True,True,False,False,False,True,False,False,False,False,False
199,35,4.0,2.0,1,1.0,5.0,True,True,False,False,False,False,False,False,False,False,False,False
200,26,0.0,3.0,2,0.0,5.0,False,False,True,False,False,False,False,True,False,False,False,False
201,19,9.0,3.0,3,0.0,2.0,True,True,False,False,False,False,False,True,False,False,False,False
202,25,6.0,8.0,3,1.0,3.0,False,True,False,False,True,False,False,False,False,False,False,False
203,39,4.0,2.0,0,0.0,5.0,False,True,True,False,False,False,False,True,False,False,False,False
204,63,0.0,2.0,0,0.0,5.0,True,True,True,False,False,True,False,False,False,False,False,False
205,23,8.0,3.0,3,0.0,5.0,True,False,False,False,False,False,False,True,False,False,False,False
206,23,0.0,3.0,3,0.0,2.0,False,False,False,False,False,False,False,True,False,False,False,False
207,53,2.0,1.0,2,0.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
208,33,0.0,2.0,1,0.0,5.0,True,False,True,True,False,False,False,False,False,False,False,False
209,50,1.0,4.0,1,1.0,1.0,False,True,False,False,True,False,False,False,False,False,False,False
210,69,0.0,2.0,1,0.0,3.0,False,True,True,False,True,False,False,False,False,False,False,False
211,37,2.0,1.0,1,0.0,5.0,True,False,True,False,False,False,False,False,False,False,False,False
212,20,3.0,4.0,2,0.0,6.0,False,False,False,False,False,False,False,False,False,False,True,False
213,85,0.0,1.0,2,2.0,2.0,False,True,False,False,False,False,False,False,False,True,False,False
214,49,1.0,4.0,2,1.0,5.0,False,True,True,True,False,False,False,False,False,False,False,False
215,18,0.0,3.0,3,0.0,2.0,True,False,False,False,False,False,False,True,False,False,False,False
216,52,0.0,2.0,2,1.0,5.0,False,True,True,True,False,False,False,False,False,False,False,False
217,25,1.0,2.0,1,1.0,3.0,True,True,False,True,False,False,False,False,False,False,False,False
218,56,1.0,2.0,0,2.0,5.0,True,True,False,False,False,False,True,False,False,False,False,False
219,62,0.0,1.0,0,0.0,5.0,True,False,True,False,False,False,False,False,False,False,False,True
220,35,0.0,3.0,1,0.0,5.0,False,False,True,False,False,False,False,False,False,False,False,False
221,28,0.0,2.0,0,1.0,5.0,True,True,True,False,True,False,False,False,False,False,False,False
222,28,7.0,3.0,0,0.0,5.0,False,False,True,False,False,False,False,False,False,False,False,False
223,20,0.0,5.0,3,0.0,6.0,True,False,False,False,False,False,False,True,False,False,False,False
224,27,8.0,1.0,3,0.0,2.0,False,False,False,False,False,False,False,False,True,False,False,False
225,56,1.0,1.0,0,0.0,5.0,False,False,False,False,True,False,False,False,False,False,False,False
226,45,4.0,4.0,1,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
227,25,1.0,4.0,1,0.0,3.0,True,False,True,False,False,False,False,True,False,False,False,False
228,40,1.0,1.0,3,0.0,3.0,True,False,False,False,False,False,False,False,False,False,True,False
229,25,1.0,2.0,3,0.0,5.0,False,True,True,False,False,False,False,True,False,False,False,False
230,74,1.0,2.0,3,2.0,5.0,False,True,False,False,False,False,False,False,False,True,False,False
231,23,0.0,4.0,3,0.0,5.0,False,False,False,False,False,False,False,True,False,False,False,False
232,67,0.0,2.0,1,2.0,5.0,False,True,True,False,False,False,False,False,False,True,False,False
233,21,0.0,4.0,3,0.0,5.0,True,False,False,False,False,False,False,True,False,False,False,False
234,38,9.0,1.0,0,0.0,2.0,False,False,True,False,False,False,False,False,False,False,False,False
235,28,0.0,4.0,2,0.0,1.0,True,False,False,False,False,False,False,True,False,False,False,False
236,32,1.0,5.0,1,0.0,6.0,False,False,False,False,False,False,False,True,False,False,False,False
237,33,0.0,4.0,3,0.0,5.0,False,False,True,False,False,False,False,False,False,False,False,True
238,56,1.0,4.0,1,2.0,3.0,False,True,False,False,False,False,False,False,False,True,False,False
239,53,1.0,2.0,2,0.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
240,57,1.0,5.0,2,2.0,5.0,True,True,False,False,False,False,True,False,False,False,False,False
241,59,0.0,3.0,2,1.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
242,25,1.0,4.0,0,2.0,3.0,False,True,True,False,False,False,False,True,False,False,False,False
243,59,0.0,6.0,2,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
244,36,0.0,4.0,2,0.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
245,37,7.0,2.0,0,0.0,5.0,True,True,True,False,False,True,False,False,False,False,False,False
246,22,1.0,3.0,3,0.0,1.0,True,False,False,True,False,False,False,False,False,False,False,False
247,43,1.0,2.0,1,0.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
248,41,1.0,2.0,0,0.0,3.0,True,True,True,False,False,False,False,False,False,False,False,False
249,21,0.0,5.0,1,0.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False
250,49,1.0,3.0,0,0.0,6.0,False,False,False,False,True,False,False,False,False,False,False,False
251,38,8.0,1.0,1,0.0,1.0,True,False,True,True,False,False,False,False,False,False,False,False
252,47,1.0,4.0,0,1.0,5.0,True,True,False,False,False,False,False,False,False,False,False,False
253,70,1.0,3.0,2,2.0,5.0,True,True,True,False,False,False,False,False,False,True,False,False
254,31,1.0,4.0,1,0.0,5.0,False,False,False,False,True,False,False,False,False,False,False,False
255,82,0.0,2.0,0,1.0,5.0,False,True,False,False,False,False,False,False,False,True,False,False
256,51,1.0,1.0,0,0.0,5.0,False,True,False,False,False,False,True,False,False,False,False,False
257,42,11.0,3.0,0,0.0,5.0,False,False,False,False,False,False,False,False,True,False,False,False
258,38,8.0,3.0,0,0.0,1.0,True,False,True,False,False,False,False,False,False,False,False,False
259,18,0.0,4.0,0,2.0,5.0,True,True,False,False,False,False,True,False,False,False,False,False
260,50,6.0,3.0,2,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
261,46,1.0,3.0,0,0.0,2.0,False,False,True,True,False,False,False,False,False,False,False,False
262,72,1.0,3.0,3,2.0,5.0,False,True,False,False,False,False,False,False,False,True,False,False
263,33,1.0,4.0,2,0.0,5.0,False,False,False,False,True,False,False,False,False,False,False,False
264,25,1.0,7.0,1,0.0,3.0,False,False,False,False,False,False,False,False,True,False,False,False
265,75,2.0,2.0,3,2.0,1.0,False,True,False,False,False,True,False,False,False,False,False,False
266,72,1.0,1.0,1,0.0,5.0,True,False,True,False,False,False,False,False,False,False,False,False
267,72,0.0,3.0,2,1.0,3.0,False,True,True,False,False,False,False,False,False,False,False,False
268,36,6.0,6.0,0,0.0,3.0,True,True,True,False,False,True,False,False,False,False,False,False
269,40,1.0,2.0,0,0.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
270,28,0.0,4.0,2,0.0,5.0,False,False,True,False,False,True,False,False,False,False,False,False
271,28,0.0,3.0,3,0.0,5.0,False,False,True,True,False,False,False,False,False,False,False,False
272,19,0.0,3.0,3,2.0,3.0,True,True,False,False,False,True,False,False,False,False,False,False
273,43,0.0,2.0,1,0.0,3.0,True,True,True,False,False,False,False,False,False,False,False,False
274,35,1.0,2.0,1,1.0,5.0,False,True,True,False,False,False,False,False,False,False,False,False
275,65,1.0,2.0,1,2.0,5.0,True,True,True,False,False,False,False,False,False,True,False,False
276,52,7.0,4.0,2,2.0,3.0,True,True,True,False,False,False,True,False,False,False,False,False
277,40,1.0,1.0,1,0.0,5.0,False,False,True,False,False,False,False,False,False,False,False,False
278,69,9.0,3.0,0,0.0,5.0,False,True,False,False,True,False,False,False,False,False,False,False
279,22,3.0,3.0,3,0.0,5.0,False,False,False,False,False,False,False,True,False,False,False,False
280,47,1.0,4.0,2,1.0,5.0,True,True,True,False,False,False,True,False,False,False,False,False
281,29,1.0,2.0,0,2.0,2.0,True,True,True,False,False,False,False,False,False,False,True,False
282,46,1.0,3.0,2,1.0,2.0,True,True,True,False,False,False,False,False,False,False,False,False
283,32,1.0,2.0,0,0.0,5.0,True,False,True,False,False,False,False,False,False,False,False,False
284,38,0.0,1.0,2,0.0,1.0,False,False,True,False,False,False,False,True,False,False,False,False
285,59,0.0,1.0,1,0.0,5.0,True,True,True,False,False,False,False,False,False,False,False,False
286,26,1.0,1.0,3,0.0,5.0,False,False,True,False,False,True,False,False,False,False,False,False
287,26,1.0,2.0,0,0.0,2.0,True,False,True,False,False,False,False,True,False,False,False,False
288,28,0.0,1.0,3,0.0,2.0,True,False,False,False,False,False,False,False,False,False,True,False
289,53,1.0,3.0,2,1.0,5.0,False,True,True,False,True,False,False,False,False,False,False,False
290,43,1.0,1.0,1,0.0,5.0,False,False,True,False,False,True,False,False,False,False,False,False
291,27,1.0,3.0,3,0.0,5.0,True,False,False,True,False,False,False,False,False,False,False,False
292,32,1.0,8.0,2,0.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False
293,26,0.0,4.0,3,0.0,3.0,True,False,False,False,True,False,False,False,False,False,False,False
294,31,0.0,2.0,3,0.0,5.0,False,False,False,False,False,True,False,False,False,False,False,False
295,39,1.0,3.0,1,2.0,2.0,True,True,True,False,False,False,True,False,False,False,False,False
296,43,1.0,3.0,0,0.0,6.0,False,True,False,False,True,False,False,False,False,False,False,False
297,25,1.0,2.0,0,0.0,0.0,True,True,False,True,False,False,False,False,False,False,False,False
